scheme_id,scheme_name,ministry,scheme_level,scheme_type,scheme_category,documents_required,application_url,benefit_description,min_age,max_age,income_limit,applicable_states,special_conditions_required,source_url
dbtbharat_central_schemes_national_action_plan_for_skill_development_for_persons_with_,National Action Plan for skill development for persons with disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,http://disabilityaffairs.gov.in/content/page/skill-development-of-pwd.php,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_incentives_to_private_sector_employers_for_providing_employm,Incentives to private sector employers for providing employment to persons with disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,http://disabilityaffairs.gov.in/content/page/incentive-to-private-employer.php,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pre_matric_scholarship_for_persons_with_disabilities,Pre-matric scholarship for Persons with disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://scholarships.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_post_matric_scholarship_for_persons_with_disabilities,Post-matric Scholarship for Persons with Disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://scholarships.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_free_coaching_for_students_with_disabilities,Free Coaching for Students with Disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,http://www.grants-msje.gov.in/bo-login#,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_prime_ministers_scholarship_scheme_pmss,Prime Ministers Scholarship Scheme PMSS,Department of Ex Servicemen Welfare,central,central,mixed,,http://164.100.158.73/registration.htm,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_raksha_mantri_ex_servicemen_welfare_fund_rmewf,Raksha Mantri Ex-servicemen Welfare Fund (RMEWF),Department of Ex Servicemen Welfare,central,central,mixed,,http://164.100.158.73/registration.htm,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_fertilizer_subsidy_scheme,Fertilizer Subsidy Scheme,Department of Fertilizers,central,central,mixed,,https://fert.nic.in/dbt,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_atal_pension_yojana,Atal Pension Yojana,Department of Financial Services,central,central,mixed,,https://www.npscra.nsdl.co.in/scheme-details.php,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_varishtha_pension_bima_yojana,Varishtha Pension Bima Yojana,Department of Financial Services,central,central,mixed,,https://www.licindia.in/Products/Withdrawn-Plans/VARISHTHA-PENSION-BIMA-YOJANA-(UIN-512G291V01),,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_vaya_vandana_yojana,Pradhan Mantri Vaya Vandana Yojana,Department of Financial Services,central,central,mixed,,https://onlinesales.licindia.in/eSales/liconline,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_matsya_sampada_yojana,Pradhan Mantri Matsya Sampada Yojana,Department of Fisheries,central,central,mixed,,https://pmmsy.dof.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_direct_cash_transfer_for_food_grains,Direct Cash Transfer for food grains,Department of Food and Public Distribution,central,central,mixed,,https://nfsa.gov.in/portal/State_Food_Portals,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_dbt_kind_pds_operations_in_34_states_and_uts,DBT Kind - PDS operations in 34 states and UTs,Department of Food and Public Distribution,central,central,mixed,,https://nfsa.gov.in/portal/State_Food_Portals,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_janani_suraksha_yojana,Janani suraksha yojana,Department of Health and Family Welfare,central,central,mixed,,https://rch.nhm.gov.in/citizen/register.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_asha_incentives,ASHA incentives,Department of Health and Family Welfare,central,central,mixed,,https://nhm.gov.in/images/pdf/communitisation/task-group-reports/guidelines-on-asha.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_family_planning_compensation_schemes,Family Planning Compensation schemes,Department of Health and Family Welfare,central,central,mixed,,https://nhm.gov.in/images/pdf/programmes/family-planing/schemes/FP_Indemnity_Scheme_2013.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_payments_to_contractual_staff,Payments to contractual staff,Department of Health and Family Welfare,central,central,mixed,,,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_janani_shishu_suraksha_karyakram,Janani Shishu Suraksha Karyakram,Department of Health and Family Welfare,central,central,mixed,,https://www.nhp.gov.in/janani-shishu-suraksha-karyakaram-jssk_pg,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_nikshay_tribal_tb_patients,NIKSHAY - Tribal TB Patients,Department of Health and Family Welfare,central,central,mixed,,https://tbcindia.gov.in/showfile.php?lid=3535,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_nikshay_dot_provider_honorarium,NIKSHAY - DOT Provider Honorarium,Department of Health and Family Welfare,central,central,mixed,,https://tbcindia.gov.in/showfile.php?lid=3535,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_nikshay_tb_notification_incentive_for_private_sector,NIKSHAY - TB Notification incentive for Private Sector,Department of Health and Family Welfare,central,central,mixed,,https://tbcindia.gov.in/showfile.php?lid=3535,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_nikshay_tb_patient_incentive_for_nutritional_support,NIKSHAY - TB patient incentive for nutritional support,Department of Health and Family Welfare,central,central,mixed,,https://tbcindia.gov.in/showfile.php?lid=3535,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_ayushman_bharat_pradhan_mantri_jan_arogya_yojana_ab_pmjay,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana (AB-PMJAY),Department of Health and Family Welfare,central,central,mixed,,https://www.pmjay.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_fellowship_programmes_under_the_human_resource_development_f,Fellowship Programmes Under The Human Resource Development For Health Research,Department of Health Research,central,central,mixed,,http://www.dhrschemes.in/DHR/HomePage,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_icmr_junior_research_fellowship,ICMR-Junior Research Fellowship,Department of Health Research,central,central,mixed,,https://main.icmr.nic.in/content/junior-research-fellowships-jrf#:~:text=ICMR%20JRF%20Examination%20,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_icmr_post_doctoral_fellowship,ICMR-Post Doctoral Fellowship,Department of Health Research,central,central,mixed,,https://main.icmr.nic.in/content/post-doctoral-research,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_icmr_short_term_studentship,ICMR-Short Term Studentship,Department of Health Research,central,central,mixed,,http://sts.icmr.org.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_uchchatar_shiksha_protsahan_pm_usp_central_se,Pradhan Mantri Uchchatar Shiksha Protsahan (PM -USP) Central Sector Scheme of Scholarship for College and University students,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_ishan_uday_special_scholarship_scheme_for_north_eastern_regi,Ishan Uday Special Scholarship Scheme for North Eastern Region,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_p_g_scholarship_for_professional_courses_for_sc_st_candidate,P. G. Scholarship for Professional Courses for SC/ST candidates,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_p_g_indira_gandhi_scholarship_for_single_girl_child,P.G. Indira Gandhi Scholarship For Single Girl Child,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_p_g_scholarship_for_university_rank_holders,P.G. Scholarship for University Rank Holders,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_junior_research_fellowship_in_science_humanities_and_social_,"Junior Research Fellowship in Science, Humanities and Social Sciences",Department of Higher Education,central,central,mixed,,https://scholarship.canarabank.in/scholar/Registration.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_swami_vivekananda_single_girl_child_fellowship_for_research_,Swami Vivekananda Single Girl Child Fellowship for Research in Social Sciences,Department of Higher Education,central,central,mixed,,https://www.ugc.ac.in/svsgc/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_bsr_fellowship,BSR Fellowship,Department of Higher Education,central,central,mixed,,http://ugcfrps.ac.in/uohyd/the-ugc-bsr-faculty-fellowship/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_post_doctoral_fellowship_for_sc_st_candidates,Post-Doctoral Fellowship for SC/ST Candidates,Department of Higher Education,central,central,mixed,,https://www.ugc.ac.in/pdfss/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_dr_s_radhakrishnan_postdoctoral_fellowship_in_humanities_and,Dr S Radhakrishnan Postdoctoral Fellowship in Humanities and Social Science,Department of Higher Education,central,central,mixed,,https://www.ugc.ac.in/dsrpdfhs/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_post_doctoral_fellowship_for_women,Post Doctoral Fellowship for Women,Department of Higher Education,central,central,mixed,,https://www.ugc.ac.in/pdfw/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_dr_d_s_kothari_post_doctoral_fellowship,Dr D S Kothari Post Doctoral Fellowship,Department of Higher Education,central,central,mixed,,http://ugcdskpdf.unipune.ac.in/DSKPDFlogin.html,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_emeritus_fellowship,Emeritus Fellowship,Department of Higher Education,central,central,mixed,,https://www.ugc.ac.in/ef/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_p_g_scholarship_for_gate_gpat_qualified_students_for_pursuin,P.G. Scholarship for GATE/GPAT qualified students for pursuing M.Tech/ M.E./M.Pharma- UGC,Department of Higher Education,central,central,mixed,,https://scholarship.canarabank.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pragati_scholarship_for_girls_in_degree_colleges,Pragati Scholarship for girls in Degree Colleges,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pragati_scholarship_for_girls_diploma_institutes,Pragati Scholarship for girls Diploma Institutes,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_saksham_scholarship_for_differently_abled_students_of_degree,Saksham scholarship for differently abled students of Degree Colleges,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_saksham_scholarship_for_differently_abled_students_of_diplom,Saksham scholarship for differently abled students of Diploma Institutes,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_uchchatar_shiksha_protsahan_pm_usp_special_sc,Pradhan Mantri Uchchatar Shiksha Protsahan (PM -USP) Special Scholarship Scheme for Jammu & Kashmir and Ladakh,Department of Higher Education,central,central,mixed,,https://www.aicte-jk-scholarship-gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_qip_for_faculty_deputed_for_m_tech_ph_d_studies_at_qip_cente,QIP for faculty deputed for M.Tech/ Ph.D studies at QIP Centers,Department of Higher Education,central,central,mixed,,http://ugcfrps.ac.in/uohyd/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_uchchatar_shiksha_protsahan_pm_usp_central_se,Pradhan Mantri Uchchatar Shiksha Protsahan (PM -USP) Central Sector Interest Subsidy Scheme,Department of Higher Education,central,central,mixed,,https://www.vidyalakshmi.co.in/Students/signup,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_p_g_scholarship_for_gate_gpat_qualified_students_for_pursuin,P.G. Scholarship For GATE/GPAT Qualified Students For Pursuing M.Tech/ M.E./M.Pharma - AICTE,Department of Higher Education,central,central,mixed,,https://www.aicte-india.org/schemes/students-development-schemes/PG-Scholarship-Scheme,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_doctoral_fellowship_ndf,National Doctoral Fellowship (NDF),Department of Higher Education,central,central,mixed,,https://fellowship.aicte-india.org/login,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_programme_for_apprenticeship,Programme for Apprenticeship,Department of Higher Education,central,central,mixed,,http://mhrdnats.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_indian_knowledge_systems,Indian Knowledge Systems,Department of Higher Education,central,central,mixed,,https://iksindia.org/internship-form.php,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_aicte_swanath_scholarship_scheme_degree,AICTE - Swanath Scholarship Scheme - Degree,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_aicte_swanath_scholarship_scheme_diploma,AICTE - Swanath Scholarship Scheme - Diploma,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_savitribai_jyotirao_phule_fellowship_for_single_girl_child,Savitribai Jyotirao Phule Fellowship for Single Girl Child,Department of Higher Education,central,central,mixed,,https://frg.ugc.ac.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_scholarship_for_post_graduate_studies,National Scholarship for Post-Graduate Studies,Department of Higher Education,central,central,mixed,,https://scholarships.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_bsr_faculty_fellowship,BSR Faculty Fellowship,Department of Higher Education,central,central,mixed,,,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_higher_education_statistics_and_public_information_system,HIGHER EDUCATION STATISTICS AND PUBLIC INFORMATION SYSTEM,Department of Higher Education,central,central,mixed,,https://www.education.gov.in/sites/upload_files/mhrd/files/upload_document/HESPIS.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_vidyalaxmi_pm_vidyalaxmi_scheme,PRADHAN MANTRI VIDYALAXMI (PM-Vidyalaxmi) SCHEME,Department of Higher Education,central,central,mixed,,https://pmvidyalaxmi.co.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_swatantrata_sainik_samman_pension_scheme,Swatantrata sainik samman pension scheme,Department of Home,central,central,mixed,,https://www.mha.gov.in/division_of_mha/freedom-fighters-rehabilitation-division,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_grant_in_aid_to_tripura_and_mizoram_for_rehabilitation_of_br,Grant in aid to Tripura and Mizoram for Rehabilitation of Bru migrants,Department of Home,central,central,mixed,,https://edistrict.tripura.gov.in/getServiceDesc.html?serviceId=9850006&state=16&tempId=3184&templStatus=243&backButtonUrl=&grievDefined=0,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_relief_and_rehabilitation_assistance_to_sri_lankan_refugees_,Relief and Rehabilitation assistance to Sri Lankan refugees in the refugees camps,Department of Home,central,central,mixed,,https://www.mha.gov.in/sites/default/files/RW-SL-1011.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_census_of_india_2021_and_updation_of_national_population_reg,Census of India 2021 and Updation of National Population Register,Department of Home,central,central,mixed,,https://censusindia.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_enhanced_compensation_to_1984_sikh_riots,Enhanced compensation to 1984 Sikh Riots,Department of Home,central,central,mixed,,,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_prime_minister_scholarship_scheme,Prime Minister scholarship scheme,Department of Internal Security,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_central_scheme_for_assistance_to_civilian_victims_csacv,Central Scheme for Assistance to Civilian Victims (CSACV),Department of Internal Security,central,central,mixed,,https://csacv.mha.gov.in/ReadWriteData/Guidelines.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_security_related_expenditure_relief_and_rehabilitation_of_ka,Security related expenditure - Relief and rehabilitation of Kashmiri migrants,Department of Jammu and Kashmir and Ladakh Affairs,central,central,mixed,,https://www.mha.gov.in/sites/default/files/J%26K_K_V%2022062018%201032.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pm_assistance_to_dps_of_pojk,PM Assistance to DPs of POJK,Department of Jammu and Kashmir and Ladakh Affairs,central,central,mixed,,https://www.mha.gov.in/sites/default/files/SchemFinancialAssistanChhamb_06062017.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_relief_and_rehabilitation_for_migrants_and_repatriates,Relief and Rehabilitation for Migrants and repatriates,Department of Jammu and Kashmir and Ladakh Affairs,central,central,mixed,,https://www.mha.gov.in/sites/default/files/J%26K22062018_1033.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pardhan_mantri_bhartiya_jan_aushadhi_pariyojana_pmbjp,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Department of Pharmaceuticals,central,central,mixed,,http://janaushadhi.gov.in/online_registration.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_scholarship_to_niper_students,Scholarship to NIPER Students,Department of Pharmaceuticals,central,central,mixed,,http://www.nipermis.pharmaceuticals.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_scheme_of_research_development_consultancies_and_reorientati,"Scheme of Research, Development, Consultancies and Reorientation",Department of Public Enterprises,central,central,mixed,,https://otns.dpe.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_deen_dayal_upadhyay_grameen_kaushalya_yojna,Deen Dayal Upadhyay Grameen Kaushalya Yojna,Department of Rural Development,central,central,mixed,,https://kaushal.rural.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_awas_yojna_grameen,Pradhan Mantri Awas Yojna Grameen,Department of Rural Development,central,central,mixed,,https://pmayg.nic.in/netiay/home.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_mahatma_gandhi_nrega,Mahatma Gandhi NREGA,Department of Rural Development,central,central,mixed,,https://nrega.nic.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_indira_gandhi_national_old_age_pension_scheme_ignoaps,Indira Gandhi National Old Age Pension Scheme- IGNOAPS,Department of Rural Development,central,central,mixed,,https://nsap.nic.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_indira_gandhi_national_widow_pension_scheme_ignwps,Indira Gandhi National Widow Pension Scheme-IGNWPS,Department of Rural Development,central,central,mixed,,https://nsap.nic.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_indira_gandhi_national_disability_pension_scheme_igndps,Indira Gandhi National Disability Pension Scheme-IGNDPS,Department of Rural Development,central,central,mixed,,https://nsap.nic.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_day_nrlm,DAY-NRLM,Department of Rural Development,central,central,mixed,,https://nrlm.gov.in/outerReportAction.do?methodName=showIndex,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_family_benefit_scheme,National Family Benefit Scheme,Department of Rural Development,central,central,mixed,,https://nsap.nic.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_means_cum_merit_scholarship_scheme,National Means-cum-Merit Scholarship Scheme,Department of School Education and Literacy,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_scheme_of_incentive_to_girls_for_secondary_educatio,National Scheme of Incentive to Girls for Secondary Education,Department of School Education and Literacy,central,central,mixed,,https://scholarships.gov.in/fresh/newstdRegfrmInstruction,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_stipend_for_disabled_girls_under_iedss_component_of_samagra_,Stipend for Disabled girls under IEDSS component of Samagra Shiksha,Department of School Education and Literacy,central,central,mixed,,https://samagra.education.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_samagra_shiksha_interventions_of_uniform,Samagra Shiksha - Interventions of Uniform,Department of School Education and Literacy,central,central,mixed,,https://samagra.education.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_poshan_shakti_nirman_pm_poshan,Pradhan Mantri Poshan Shakti Nirman (PM-POSHAN),Department of School Education and Literacy,central,central,mixed,,https://pmposhan.education.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_kind_benefit_under_iedss_component_of_samagra_shiksha,Kind Benefit under IEDSS component of Samagra Shiksha,Department of School Education and Literacy,central,central,mixed,,https://samagra.education.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_samagra_shiksha_interventions_of_textbooks,Samagra Shiksha - Interventions of Textbooks,Department of School Education and Literacy,central,central,mixed,,https://samagra.education.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_prime_minister_school_for_rising_india,Prime Minister School for Rising India,Department of School Education and Literacy,central,central,mixed,,https://pmshri.education.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_disha_programme_for_women_in_science,Disha Programme for women in science,Department of Science and Technology,central,central,mixed,,http://online-wosa.gov.in/wosa/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_alliance_and_r_and_d_mission_inspire_award,Alliance and R and D Mission - INSPIRE Award,Department of Science and Technology,central,central,mixed,,http://www.inspireawards-dst.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_alliance_and_r_and_d_mission_inspire_scholarship,Alliance and R and D Mission - INSPIRE Scholarship,Department of Science and Technology,central,central,mixed,,https://online-inspire.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_alliance_and_r_and_d_mission_inspire_fellowship,Alliance and R and D Mission - INSPIRE Fellowship,Department of Science and Technology,central,central,mixed,,https://online-inspire.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_alliance_and_r_and_d_mission_inspire_faculty_award,Alliance and R and D Mission - INSPIRE Faculty Award,Department of Science and Technology,central,central,mixed,,https://online-inspire.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_alliance_and_r_and_d_mission_inspire_internship,Alliance and R and D Mission - INSPIRE Internship,Department of Science and Technology,central,central,mixed,,https://online-inspire.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_promoting_innovations_in_individuals_start_ups_and_msmes_pri,Promoting Innovations in Individuals Start-ups and MSMEs -PRISM,Department of Scientific and Industrial Research,central,central,mixed,,https://serviceonline.gov.in/dbt/viewServiceApplicationForm.do?serviceId=14240001&tempId=5012&templS,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_s_and_t_human_resource_development,National S and T Human Resource Development,Department of Scientific and Industrial Research,central,central,mixed,,https://newfms.ncl.res.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_technology_development_utilization_program_for_women,Technology Development Utilization Program for Women,Department of Scientific and Industrial Research,central,central,mixed,,https://serviceonline.gov.in/dbt/getServiceDesc.html?serviceId=14400002,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pre_matric_scholarship_scheme_for_scheduled_castes_and_other,Pre-Matric Scholarship Scheme for Scheduled Castes and Others,Department of Social Justice and Empowerment,central,central,mixed,,http://socialjustice.nic.in/SchemeList/Send/23?mid=24541#:~:text=Pre%2DMatric%20Scholarship%20to%20t,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_centrally_sponsored_scheme_of_post_matric_scholarships_to_th,Centrally Sponsored Scheme Of Post Matric Scholarships To The Students Belonging To Scheduled Castes For Studies In India,Department of Social Justice and Empowerment,central,central,mixed,,"http://socialjustice.nic.in/SchemeList/Send/25?mid=24541#:~:text=Introduction%3A,them%20to%20complet",,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_central_sector_scheme_of_national_fellowship_for_providing_s,Central Sector Scheme of National Fellowship for providing scholarships to Scheduled Caste students to pursue programmes in Higher Education such as M.Phil. and Ph.D.,Department of Social Justice and Empowerment,central,central,mixed,,https://scholarship.canarabank.in/scholar/Registration.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pm_yasasvi_post_matric_scholarship_to_obc_ebc_and_dnt,"PM YASASVI - Post-Matric Scholarship to OBC, EBC and DNT",Department of Social Justice and Empowerment,central,central,mixed,,"http://socialjustice.nic.in/SchemeList/Send/4?mid=32549#:~:text=The%20objective%20of%20the%20scheme,",,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pm_yasasvi_pre_matric_scholarship_to_obc_ebc_and_dnt,"PM YASASVI - Pre-Matric Scholarship to OBC, EBC and DNT",Department of Social Justice and Empowerment,central,central,mixed,,http://socialjustice.nic.in/SchemeList/Send/2?mid=32549#:~:text=Pre%2DMatric%20Scholarship%20to%20OB,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
