iter	Logloss
265	0.0706414985
266	0.07061148863
267	0.07060224154
268	0.0705763613
269	0.07057424789
270	0.07056236447
271	0.0705413716
272	0.07053653635
273	0.07050993238
274	0.07049881474
275	0.07048097699
276	0.07047541208
277	0.07046317563
278	0.07036581989
279	0.07034196526
280	0.070320713
281	0.07030595644
282	0.07025852802
283	0.07025245719
284	0.07024838375
285	0.07024044831
286	0.07021377607
287	0.07020630693
288	0.07020502195
289	0.07019721932
290	0.07018873443
291	0.07018407988
292	0.07014428066
293	0.07007208213
294	0.07005412457
295	0.07005300449
296	0.07004520921
297	0.07004007283
298	0.07003110237
299	0.07002938536
300	0.07000318721
301	0.0699991583
302	0.06999912312
303	0.06997889992
304	0.069965662
305	0.06994790611
306	0.06993159093
307	0.06988684953
308	0.06988096658
309	0.06987684476
310	0.06987453947
311	0.06982989026
312	0.06979196999
313	0.06977592739
314	0.06976168186
315	0.06972437459
316	0.06972056633
317	0.06970750705
318	0.06967913183
319	0.06965855912
320	0.06965573992
321	0.06964251656
322	0.06963567164
323	0.06963134418
324	0.06961901827
325	0.06959293334
326	0.06958855081
327	0.06956674523
328	0.06956674292
329	0.06955700063
330	0.06954887467
331	0.06954059496
332	0.06953823381
333	0.06953822575
334	0.06952341359
335	0.06952004279
336	0.0695078827
337	0.06949283201
338	0.06947253588
339	0.06946123471
340	0.06945634464
341	0.06944491639
342	0.06933881382
343	0.06929709616
344	0.06929535851
345	0.06925250372
346	0.069241629
347	0.06923803973
348	0.06923717421
349	0.06922188772
350	0.06922187933
351	0.06921769631
352	0.06921766582
353	0.06919673812
354	0.06918250491
355	0.06916859966
356	0.06915191378
357	0.06913913637
358	0.06909589954
359	0.06908629104
360	0.0690755448
361	0.0690728723
362	0.06906599733
363	0.0690566088
364	0.06904628891
365	0.06904119838
366	0.06903143952
367	0.0690314382
368	0.06903141277
369	0.06902246135
370	0.06901033837
371	0.06898662382
372	0.06895507803
373	0.06891391962
374	0.06890468018
375	0.06890039485
376	0.06889398641
377	0.06873806537
378	0.06872612157
379	0.0687161357
380	0.06871014175
381	0.06870568054
382	0.06870567123
383	0.06868832736
384	0.06868512436
385	0.06867062268
386	0.06866580699
387	0.06865417241
388	0.06864487925
389	0.06862596549
390	0.06861591347
391	0.06858186571
392	0.06858186535
393	0.06855949236
394	0.06855211421
395	0.06853516785
396	0.06852109322
397	0.06851369944
398	0.06848658925
399	0.06848632989
400	0.06847526071
401	0.06844926518
402	0.06844581228
403	0.06843025159
404	0.06840888683
405	0.06839423082
406	0.06838586645
407	0.06834770763
408	0.06834096806
409	0.06830205529
410	0.06824051158
411	0.06816976298
412	0.06815300997
413	0.06812899885
414	0.06811906967
415	0.06811622233
416	0.0680769637
417	0.06801441323
418	0.06800435624
419	0.06795810943
420	0.06794125901
421	0.06793437197
422	0.06792825523
423	0.06791884367
424	0.06791112005
425	0.06788712661
426	0.06783853049
427	0.06782376265
428	0.06777725653
429	0.06777427207
430	0.06773639723
431	0.06769944021
432	0.06768200861
433	0.06766780642
434	0.06763280916
435	0.06760156606
436	0.06758328685
437	0.06756716764
438	0.06756253127
439	0.06753693148
440	0.06746758363
441	0.06745997526
442	0.06744627383
443	0.06742294458
444	0.06742101775
445	0.06740783089
446	0.06738950013
447	0.06737640771
448	0.06735990273
449	0.06734799631
450	0.06732606874
451	0.06731339798
452	0.06730528291
453	0.06727834374
454	0.06727148242
455	0.06726800281
456	0.06725057471
457	0.06717447558
458	0.06716443659
459	0.06715977427
460	0.06715160729
461	0.0671341153
462	0.06712018042
463	0.06711816163
464	0.06711795313
465	0.06700708104
466	0.06699705583
467	0.06698172383
468	0.06697176833
469	0.06696293459
470	0.06691621717
471	0.06685309328
472	0.0668316953
473	0.06681170258
474	0.06679600186
475	0.06679066784
476	0.06675308265
477	0.06672728347
478	0.06672494695
479	0.06671493747
480	0.06669184194
481	0.06668418627
482	0.06667077515
483	0.06664712005
484	0.06664175649
485	0.0666365433
486	0.0666258109
487	0.06662580403
488	0.06659620428
489	0.06656614504
490	0.06655031447
491	0.06654745857
492	0.06644936407
493	0.06642613961
494	0.06641470874
495	0.06639022755
496	0.06638159464
497	0.0663635496
498	0.06632643981
499	0.06628198267
